customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST100998,Male,0,Yes,Yes,23,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,45.86,6565.22,Yes
CUST100999,Female,0,Yes,No,38,Yes,No,No,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,52.7,1222.68,No
CUST101000,Female,0,Yes,Yes,31,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,113.11,8267.95,No
CUST101001,Female,0,No,Yes,61,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,36.32,456.26,No
CUST101002,Male,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,71.21,4598.23,No
CUST101003,Male,0,Yes,No,11,No,Yes,No,No,No internet service,No internet service,No,Yes,Yes,One year,No,Electronic check,90.75,7477.07,No
CUST101004,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,36.9,3065.93,No
CUST101005,Female,0,Yes,Yes,17,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,26.28,5192.9,Yes
CUST101006,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,113.76,4134.67,Yes
CUST101007,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Credit card,53.37,7621.72,No
CUST101008,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,82.51,5230.0,No
CUST101009,Female,0,No,No,45,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Two year,No,Electronic check,114.07,7849.6,Yes
CUST101010,Male,0,No,Yes,14,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,68.1,3683.94,Yes
CUST101011,Female,0,No,No,17,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Credit card,46.64,1268.63,Yes
CUST101012,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,31.22,7368.66,No
CUST101013,Female,0,Yes,Yes,26,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,56.57,574.75,No
CUST101014,Female,0,Yes,Yes,34,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card,44.68,8704.55,No
CUST101015,Female,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,69.09,1069.98,Yes
CUST101016,Male,1,No,No,68,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,22.31,2788.32,No
CUST101017,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card,56.54,6412.63,Yes
CUST101018,Male,0,No,No,5,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,23.15,6232.15,No
CUST101019,Male,0,Yes,No,56,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,63.55,6719.66,Yes
CUST101020,Male,0,No,No,69,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,71.57,6767.36,No
CUST101021,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card,106.93,7439.13,No
CUST101022,Female,0,No,No,45,No,No,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,72.36,5895.86,Yes
CUST101023,Male,0,Yes,No,24,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,45.94,2585.72,No
CUST101024,Male,1,Yes,No,44,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,55.62,2968.7,No
CUST101025,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,117.43,6442.76,No
CUST101026,Female,1,No,Yes,52,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,25.46,4558.66,No
CUST101027,Female,0,No,Yes,42,No,Yes,No,No internet service,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,72.92,4187.05,No
CUST101028,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,115.6,7030.98,No
CUST101029,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,82.29,7659.86,No
CUST101030,Male,1,Yes,No,31,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,54.86,4717.84,No
CUST101031,Male,0,No,Yes,40,No,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer,90.62,7889.81,Yes
CUST101032,Male,1,Yes,Yes,41,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,No internet service,One year,No,Credit card,73.86,4662.92,Yes
CUST101033,Male,0,No,No,19,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,115.38,7199.25,No
CUST101034,Male,0,Yes,Yes,9,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,22.94,389.52,No
CUST101035,Male,0,Yes,Yes,28,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,One year,No,Electronic check,24.68,5049.27,No
CUST101036,Female,0,Yes,No,60,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,31.21,7735.69,No
CUST101037,Female,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,114.84,2373.92,Yes
CUST101038,Female,0,No,No,36,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Credit card,31.08,6957.86,No
CUST101039,Male,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,49.22,8161.48,No
CUST101040,Male,0,No,Yes,54,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer,73.05,4036.6,Yes
CUST101041,Female,1,Yes,Yes,37,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,Yes,Mailed check,28.44,2356.5,Yes
CUST101042,Male,1,No,No,5,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,113.44,35.8,Yes
CUST101043,Male,0,No,Yes,33,No,No,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,29.62,1692.21,No
CUST101044,Male,0,No,Yes,41,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,35.76,5694.87,Yes
CUST101045,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,55.74,3668.16,No
CUST101046,Male,0,Yes,No,42,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,66.09,5623.43,Yes
CUST101047,Female,0,No,Yes,60,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,107.37,7372.62,No
CUST101048,Female,0,Yes,No,10,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,52.42,4748.4,No
CUST101049,Female,0,Yes,No,38,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer,117.23,983.31,No
CUST101050,Male,1,Yes,Yes,66,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No,One year,No,Credit card,110.53,3625.62,No
CUST101051,Female,0,No,No,40,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,112.24,4444.4,Yes
CUST101052,Male,0,Yes,Yes,23,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,35.7,154.43,Yes
CUST101053,Male,0,No,No,57,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,100.49,6181.76,No
CUST101054,Male,0,Yes,Yes,46,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,99.94,8862.08,Yes
CUST101055,Female,0,Yes,Yes,35,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card,18.67,3623.0,No
CUST101056,Male,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,One year,No,Electronic check,44.6,5349.09,Yes
CUST101057,Female,0,No,No,66,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,93.25,6716.64,No
CUST101058,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,35.2,6829.49,No
CUST101059,Female,0,Yes,No,71,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,68.08,4932.07,No
CUST101060,Female,0,Yes,No,43,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card,65.8,7709.6,No
CUST101061,Male,1,No,No,47,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,29.32,8622.23,No
CUST101062,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,43.02,4916.66,No
CUST101063,Female,0,No,No,16,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Mailed check,37.63,8226.74,No
CUST101064,Male,0,No,No,0,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer,46.25,6830.74,No
CUST101065,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,99.64,5854.21,No
CUST101066,Female,0,No,Yes,8,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Credit card,55.09,2634.02,Yes
CUST101067,Male,1,No,Yes,4,Yes,No,No,No,Yes,No internet service,Yes,Yes,No,One year,No,Electronic check,119.75,1973.4,No
CUST101068,Male,1,Yes,No,66,No,No,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,19.11,923.65,Yes
CUST101069,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,23.24,8753.3,No
CUST101070,Female,1,Yes,No,12,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.32,8967.77,Yes
CUST101071,Male,0,No,No,58,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,38.93,5463.55,Yes
CUST101072,Female,0,Yes,No,6,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card,41.36,5127.24,No
CUST101073,Female,0,No,No,11,Yes,No,No,No internet service,Yes,No,No,No,No,Two year,Yes,Credit card,70.0,3057.36,No
CUST101074,Male,0,Yes,No,14,No,No,No,No,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer,64.57,1245.52,Yes
CUST101075,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.65,8605.74,No
CUST101076,Female,0,No,Yes,62,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,103.05,6459.65,Yes
CUST101077,Male,0,No,Yes,49,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,52.35,2020.98,No
CUST101078,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,119.42,655.44,No
CUST101079,Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,38.18,1005.58,Yes
CUST101080,Female,0,No,No,60,No,No,No,No internet service,Yes,No,No,No,No,Two year,Yes,Bank transfer,64.67,1413.48,Yes
CUST101081,Male,0,Yes,No,16,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,94.67,7686.86,No
CUST101082,Male,0,No,No,41,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,77.11,3703.01,No
CUST101083,Female,0,No,No,13,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,31.84,1855.73,No
CUST101084,Male,0,No,Yes,3,Yes,No,No,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,75.59,1936.12,No
CUST101085,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Two year,No,Bank transfer,30.42,7830.96,No
CUST101086,Male,0,No,Yes,19,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card,63.74,5055.37,Yes
CUST101087,Female,1,Yes,Yes,67,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Credit card,100.84,6678.42,No
CUST101088,Female,0,Yes,No,19,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes,Two year,No,Mailed check,44.16,2315.24,No
CUST101089,Female,0,Yes,No,19,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,48.47,6323.45,No
CUST101090,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card,73.23,5317.94,No
CUST101091,Male,0,Yes,Yes,46,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer,63.74,753.27,Yes
CUST101092,Male,0,Yes,Yes,28,Yes,No,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,86.34,7783.76,Yes
CUST101093,Female,0,No,No,3,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,One year,No,Mailed check,69.19,114.08,Yes
CUST101094,Male,0,Yes,No,61,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,66.42,4914.87,Yes
CUST101095,Female,0,No,No,36,Yes,No phone service,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,47.39,6783.45,No
CUST101096,Male,0,No,Yes,1,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,96.23,5377.78,Yes
CUST101097,Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,118.55,4435.46,No
CUST101098,Male,0,Yes,No,54,Yes,No phone service,No,No,No,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,103.62,1325.13,No
CUST101099,Female,0,No,No,34,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,28.26,6620.21,No
CUST101100,Male,0,Yes,Yes,71,No,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer,91.35,8860.18,No
CUST101101,Female,1,No,No,40,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,39.32,6658.31,No
CUST101102,Female,0,Yes,No,34,Yes,No,No,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Mailed check,27.51,7479.51,Yes
CUST101103,Male,0,No,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,118.28,1514.62,Yes
CUST101104,Male,0,No,No,9,No,No,DSL,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card,40.23,3713.42,Yes
CUST101105,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,68.98,4341.93,No
CUST101106,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.02,6272.99,No
CUST101107,Male,0,No,Yes,39,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,74.0,3191.89,No
CUST101108,Male,0,No,No,57,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,57.87,1856.32,No
CUST101109,Male,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.85,6383.44,No
CUST101110,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,No,Credit card,108.22,4641.81,No
CUST101111,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Two year,No,Credit card,102.7,522.73,No
CUST101112,Female,0,No,No,42,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,58.39,1456.9,Yes
CUST101113,Female,0,Yes,Yes,26,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,59.97,7917.59,No
CUST101114,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,21.64,7902.53,No
CUST101115,Male,1,No,Yes,23,Yes,No,No,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Mailed check,62.26,8499.69,No
CUST101116,Male,0,No,Yes,51,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,104.49,2139.31,No
CUST101117,Female,0,Yes,No,67,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,40.0,8061.72,No
CUST101118,Male,0,Yes,Yes,2,Yes,No,No,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card,36.04,603.59,No
CUST101119,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Electronic check,77.05,3902.22,No
CUST101120,Female,1,Yes,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,84.52,7848.55,No
CUST101121,Female,0,No,No,44,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card,72.6,8458.38,No
CUST101122,Female,0,Yes,Yes,37,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,23.79,4715.12,No
CUST101123,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Mailed check,119.44,1645.02,Yes
CUST101124,Female,1,No,Yes,16,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,No,Bank transfer,52.63,4579.83,Yes
CUST101125,Female,0,No,No,24,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer,107.97,6266.22,No
CUST101126,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.73,2597.68,Yes
CUST101127,Male,0,No,No,69,Yes,Yes,No,No,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card,20.58,5265.92,No
CUST101128,Male,0,No,Yes,26,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,28.75,8809.92,Yes
CUST101129,Male,0,Yes,Yes,29,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.26,2824.33,Yes
CUST101130,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card,89.64,6565.18,No
CUST101131,Male,0,No,No,61,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,25.33,4809.98,No
CUST101132,Female,0,Yes,No,52,Yes,No,No,Yes,No,No,Yes,No internet service,Yes,One year,No,Electronic check,86.95,3682.66,No
CUST101133,Female,0,No,No,47,No,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,25.05,7209.59,No
CUST101134,Male,0,No,No,61,Yes,No,No,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer,88.54,2986.44,Yes
CUST101135,Male,0,No,Yes,71,Yes,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer,30.29,3596.74,No
CUST101136,Male,0,No,No,44,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer,55.02,1784.76,Yes
CUST101137,Female,0,Yes,No,21,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,24.27,2621.18,No
CUST101138,Male,1,No,Yes,64,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,48.94,1657.83,No
CUST101139,Male,0,No,No,34,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,53.03,4414.92,No
CUST101140,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,47.34,1528.74,No
CUST101141,Male,1,Yes,No,54,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,47.26,2444.27,Yes
CUST101142,Male,1,No,No,10,No,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,24.73,2738.81,No
CUST101143,Male,0,No,Yes,52,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.33,7437.17,Yes
CUST101144,Male,0,Yes,No,69,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,112.54,5870.17,Yes
CUST101145,Female,0,No,Yes,44,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,76.6,6915.09,Yes
CUST101146,Female,0,No,No,68,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,41.74,8772.39,Yes
CUST101147,Female,0,No,No,27,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Electronic check,80.89,6663.76,No
CUST101148,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card,63.08,5857.83,No
CUST101149,Female,0,No,No,38,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,65.12,1299.19,No
CUST101150,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,58.24,209.61,No
CUST101151,Female,1,No,Yes,9,No,Yes,No,No internet service,No,No,Yes,No,No internet service,One year,Yes,Bank transfer,24.93,7833.88,No
CUST101152,Male,0,No,Yes,27,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,41.76,4934.06,No
CUST101153,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer,35.08,889.68,No
CUST101154,Male,1,Yes,No,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Mailed check,76.13,8549.65,No
CUST101155,Male,0,Yes,No,9,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,108.36,6223.3,No
CUST101156,Male,0,Yes,No,28,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card,37.48,4248.14,No
CUST101157,Female,0,Yes,No,13,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Bank transfer,88.01,6681.32,No
CUST101158,Female,0,No,Yes,42,Yes,No,No,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,52.96,4673.69,No
CUST101159,Female,0,Yes,No,13,Yes,No,No,Yes,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,88.79,3503.42,Yes
CUST101160,Male,0,No,No,70,No,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,39.99,8975.68,Yes
CUST101161,Female,0,Yes,No,59,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,49.63,3899.34,No
CUST101162,Female,1,Yes,No,72,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,47.4,4285.29,No
CUST101163,Female,0,No,No,71,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,99.34,2910.84,Yes
CUST101164,Female,1,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,30.15,2003.35,No
CUST101165,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,66.08,6496.91,Yes
CUST101166,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card,81.1,1890.8,No
CUST101167,Male,0,No,Yes,59,Yes,No phone service,DSL,Yes,No,No,Yes,No,No internet service,Two year,Yes,Credit card,35.59,2443.6,No
CUST101168,Male,0,Yes,No,24,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer,100.35,6379.33,Yes
CUST101169,Female,0,Yes,No,10,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,85.36,4215.27,No
CUST101170,Male,0,No,No,30,Yes,No,No,No,No,Yes,Yes,No,No internet service,One year,No,Credit card,91.93,8323.07,Yes
CUST101171,Male,0,No,Yes,67,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,119.24,5763.09,Yes
CUST101172,Female,0,No,No,14,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,41.74,4978.59,No
CUST101173,Female,0,No,No,54,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Two year,No,Electronic check,74.75,2689.05,No
CUST101174,Male,1,No,No,55,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card,38.44,731.05,Yes
CUST101175,Female,0,Yes,No,20,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,86.26,1330.73,No
